nombre,precio,url,imagen,marca,Edad Recomendada,id,descripcion_y,gda,descripcion gda,gda 1,descripcion gda 1,gda 2,descripcion gda 2,descripcion_estandarizada
Lego Animal Crossing Actividades al aire libre de Bunnie,1646.25,https://jugueton.com.do/lego-animal-crossing-actividades-al-aire-libre-de-bunnie-4182047.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4182047-1.jpg,Lego,6+,4182047,LEGO ANIMAL CROSSING BUNNIE'S OUTDOOR 6+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Este set es un regalo fantástico para niños creativos amantes de la serie de videojuegos Animal Crossing. Utilizan los numerosos accesorios para personalizar el set. Pueden jugar a la vida al aire libre usando la red para insectos, la pala y el hacha, todas herramientas reconocibles de los videojuegos.Las divertidas funciones incluyen un mecanismo que permite a Bunnie saltar el río usando una pértiga. También hay una tienda de campaña que se abre, lo que facilita acostar a Bunnie para pasar la noche. Los niños pueden expresar aún más su creatividad al volver a ensamblar las placas base y decorarlas con los numerosos accesorios.Los juegos LEGO® Animal Crossing ponen la divertida creatividad de la serie de videojuegos directamente en manos de los niños que aman expresar sus talentos artísticos.Juego de carpas para niños mayores de 6 años: las niñas y los niños disfrutan de la diversión práctica de Animal Crossing™ con Bunnie's Outdoor Activities mientras construyen un entorno inspirado en la serie de videojuegos.Juguete personalizable para niñas y niños: los niños se vuelven creativos inventando historias completamente nuevas para la minifigura de Bunnie, reorganizando las placas base modulares para llevar la narración en cualquier dirección que elijan.Juguete creativo para juegos de rol: los niños ayudan a Bunnie a armar la carpa, usan herramientas reconocibles de la serie de videojuegos y exploran la escena para construir, antes de reorganizarla de la forma que elijan.Las características creativas permiten un juego imaginativo: una función de bisagra sobre el río permite a Bunnie saltar sobre él, mientras que las paredes con bisagras brindan un fácil acceso a la tienda de campaña Animal Crossing™.Idea de regalo de cumpleaños de Animal Crossing™: este juego de construcción LEGO® es un divertido regalo para ocasiones especiales o fiestas para niños que aman la serie de videojuegos y el juego creativo. Incluye 164 piezas. Ancho aproximado: 8""."
Rompecabezas Pelalos De Arcoíris,550.0,https://jugueton.com.do/rompecabezas-pelalos-de-arcoiris-4183037.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4183037-1.jpg,Ronda,6 Meses,4183037,BIGJIGS TOYS PETALOS ARCOIRIS 6M+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"¡Descubre un mundo de colores y diversión con el Rompecabezas Pelalos de Arcoíris! Este encantador rompecabezas está diseñado para captar la imaginación de los pequeños y estimular su desarrollo cognitivo de manera lúdica y atractiva. Incluye 7 piezas. Ancho aproximado: 3.94""."
Rompecabezas De Tren,525.0,https://jugueton.com.do/rompecabezas-de-tren-4183030.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4183030-1.jpg,Ronda,10m+,4183030,BIGJIGS TOYS ROMPEC. TREN 10M+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"El rompecabezas presenta un vibrante tren con piezas grandes y fácilmente manejables, perfectas para las manitas pequeñas que están empezando a explorar. Cada pieza encaja a la perfección, ayudando a los niños a desarrollar habilidades motoras finas y coordinación mano-ojo mientras ensamblan el tren. Incluye 5 piezas. Ancho aproximado: 5.9""."
Rompecabezas Oso Polar,525.0,https://jugueton.com.do/rompecabezas-oso-polar-4183028.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4183028-1.jpg,Educa,10m+,4183028,BIGJIGS TOYS ROMPEC. OSO POLAR 10M+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"¡Explora el hielo y la diversión con el Rompecabezas del Oso Polar de BIGJIGS TOYS! Diseñado especialmente para niños a partir de 10 meses, este encantador rompecabezas presenta un adorable oso polar en colores suaves y atractivos que cautivarán a los más pequeños. Incluye Menos de 50 piezas. Ancho aproximado: 5.12""."
Rompecabezas Ciclo De Vida Pollo,525.0,https://jugueton.com.do/rompecabezas-ciclo-de-vida-pollo-4181621.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4181621-1.jpg,Bigjig Toys,18m+,4181621,BIGJIGS ROMPECABEZA CICLO VIDA POLLO18M+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,Este estimulante rompecabezas de 18 meses está diseñado para captar la atención de los más pequeños mientras aprenden sobre la increíble transformación de un pollo desde el huevo hasta el ave adulta. Ancho aproximado: 5.90.
Set De Contar Plugo,4575.0,https://jugueton.com.do/set-de-contar-plugo-4181951.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4181951-1.jpg,Playshifu,5+,4181951,PLAYSHIFU PLUGO CONTAR 5+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Este innovador juego combina aprendizaje y entretenimiento para convertir el contar y las matemáticas en una experiencia emocionante y dinámica. Con Plugo Contar, los números cobran vida. Usa los bloques magnéticos de colores para resolver problemas matemáticos, contar objetos y realizar actividades matemáticas mientras juegas con tu tablet o dispositivo inteligente compatible con Android y Apple. Ancho aproximado: 13.4""."
Set De Tacto Doctor,4575.0,https://jugueton.com.do/set-de-tacto-doctor-4182009.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4182009-1.jpg,Playshifu,4+,4182009,PLAYSHIFU TACTO DOCTOR 4+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Kit médico ideal para pequeños curiosos y futuros médicos, este juego hace que los niños aprendan sobre el cuerpo humano y la salud. con sistema compatible para Apple, Android y Amazon Fire 8a y 9a generación. Incluye 16 piezas. Ancho aproximado: 1.77""."
Set De Tacto Coding,4295.0,https://jugueton.com.do/set-de-tacto-coding-4182007.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4182007-1.jpg,Playshifu,4+,4182007,PLAYSHIFU TACTO CODING 4+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Set interactivo que transforma el aprendizaje de la codificación en una experiencia divertida y accesible. ¡Ideal para jóvenes exploradores que están listos para descubrir el mundo del código mientras juegan! Ancho aproximado: 9.44""."
Set Tacto Electronics,4295.0,https://jugueton.com.do/set-tacto-electronics-4182006.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4182006-1.jpg,Playshifu,4+,4182006,PLAYSHIFU TACTO ELECTRONICS 4+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Este innovador juguete interactivo convierte el aprendizaje de conceptos tecnológicos en una experiencia divertida y educativa que fomenta la creatividad y la curiosidad. Este juego es compatible con sistema Apple, Android y Amazon Fire 8a y 9a generación. Ancho aproximado: 10.43""."
Set De Granja Plugo,4575.0,https://jugueton.com.do/set-de-granja-plugo-4181955.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4181955-1.jpg,Playshifu,4+,4181955,PLAYSHIFU PLUGO GRANJA 4+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"¡Lleva a los pequeños a una emocionante aventura rural con PlayShifu Plugo Granja! Diseñado para niños a partir de 4 años, este innovador juguete interactivo convierte el mundo de la granja en una experiencia educativa llena de diversión. ¡Perfecto para despertar la curiosidad y el amor por la naturaleza en los más jóvenes! Este juego es compatible con sistema Apple, Android y Amazon Fire 8a y 9a generación. Incluye 23 piezas. Ancho aproximado: 13.19""."
Set De Contar Letra Link Pack Plugo,8995.0,https://jugueton.com.do/set-de-contar-letra-link-pack-plugo-4181954.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4181954-1.jpg,Playshifu,4+,4181954,"PLAYSHIFU PLUGO CONTAR, LETRA, LINK PACK",J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"¡Haz que las matemáticas sean una aventura emocionante! Con Plugo Contar, los niños pueden usar bloques magnéticos para contar, sumar y resolver desafíos matemáticos. La aplicación gratuita guía a los pequeños matemáticos a través de juegos que hacen que los números cobren vida de manera entretenida y educativa. Este juego es compatible con sistema Apple, Android y Amazon Fire 8a y 9a generación. Incluye 15 bloques piezas. Ancho aproximado: 13.4""."
Set De Letras Plugo,4575.0,https://jugueton.com.do/set-de-letras-plugo-4181953.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4181953-1.jpg,Playshifu,4+,4181953,PLAYSHIFU PLUGO LETRAS 4+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Este innovador juguete transforma el proceso de aprender el alfabeto en una experiencia divertida y envolvente que estimulará la curiosidad y el amor por las palabras. Construye tu vocabulario y mejora la gramática con historias, poemas y juegos de rompecabezas con Plugo. Este juego es compatible con sistema Apple, Android y Amazon Fire 8a y 9a generación. Ancho aproximado: 13.4""."
Plugo Tunes Musical,4575.0,https://jugueton.com.do/plugo-tunes-musical-4181952.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4181952-1.jpg,Playshifu,4+,4181952,PLAYSHIFU PLUGO TUNES MUSICAL 4+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Haz que los pequeños músicos brillen con el PlayShifu Plugo Tunes Musical, el juguete que transforma el aprendizaje musical en una experiencia emocionante y envolvente! Diseñado para niños a partir de 4 años, Plugo Tunes combina creatividad y educación para ofrecer horas de diversión rítmica y melódica. Compatible con dispositivos Android y Apple. Incluye 4 piezas. Ancho aproximado: 12.99""."
Globo Terraqueo Orboot,4395.0,https://jugueton.com.do/globo-terraqueo-orboot-4181949.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4181949-1.jpg,Playshifu,4+,4181949,PLAYSHIFU GLOBO TERRAQUEO ORBOOT 4+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Con la tecnología de realidad aumentada, los pequeños exploradores pueden descubrir países, animales y culturas de una manera divertida y envolvente. Simplemente escanea el globo con la aplicación gratuita y observa cómo los continentes cobran vida en tu dispositivo. La compatibilidad del Orboot es gratis para Kindle, Android y Apple. Ancho aproximado: 10""."
Lego Harry Potter Talking Sorting Hat,7271.25,https://jugueton.com.do/lego-harry-potter-talking-sorting-hat-4182078.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4182078-1.jpg,Lego,18+,4182078,LEGO HP TALKING SORTING HAT 18+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Con piezas detalladas y una construcción meticulosa, el set ofrece una experiencia de construcción satisfactoria que resulta en una pieza de exhibición impresionante. Cada detalle, desde las arrugas del sombrero hasta los elementos decorativos, está cuidadosamente diseñado para capturar la esencia del sombrero mágico. Incluye 561 piezas. Ancho aproximado: 10.32"". Colección: Lego Harry Potter. Personaje: Harry Potter."
Hagrip's Hut An Unexpected Visit Harry Potter,5696.25,https://jugueton.com.do/hagrip-s-hut-an-unexpected-visit-harry-potter-4182077.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4182077-1.jpg,Lego,8+,4182077,LEGO HP HAGRIP'S HUT AN UNEXPECTED VISIT,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"El set presenta a Norberto, el dragón pequeño y travieso que Hagrid cuida en su cabaña. Con detalles realistas y un diseño adorable, Norberto añade un toque mágico y emocionante a la experiencia de construcción. Incluye 197 piezas. Ancho aproximado: 10.32"". Colección: Lego Harry Potter. Personaje: Harry Potter."
Recruit Draco In Forbidden Fores Harry Potter,412.5,https://jugueton.com.do/recruit-draco-in-forbidden-fores-harry-potter-4182066.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4182066-1.jpg,Lego,6+,4182066,LEGO RECRUIT HP DRACO IN FORBIDDEN FORES,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"El set presenta una figura detallada de Draco Malfoy, uno de los personajes más complejos de la serie. Viste su icónico uniforme de Slytherin, lo que permite a los constructores recrear escenas clave y explorar nuevas historias en el bosque. Incluye 33 piezas. Ancho aproximado: 7.68"". Colección: Lego Harry Potter. Personaje: Harry Potter."
Hogawarts Castle Owlery Harry Potter,3671.25,https://jugueton.com.do/hogawarts-castle-owlery-harry-potter-4182034.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4182034-1.jpg,Lego,8+,4182034,LEGO HP HOGWARTS CASTLE OWLERY 8+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Recrea el emblemático Owlery con detalles auténticos, desde su arquitectura medieval hasta los encantadores detalles de los rincones donde los búhos mágicos se posan. Este set captura la esencia del lugar donde los estudiantes envían y reciben mensajes importantes. Incluye 364 piezas. Ancho aproximado: 10.32"". Colección: Lego Harry Potter. Personaje: Harry Potter."
Hogwarts Castle Boathouse Harry Potter,3146.25,https://jugueton.com.do/hogwarts-castle-boathouse-harry-potter-4182033.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4182033-1.jpg,Lego,8+,4182033,LEGO HP HOGWARTS CASTLE BOATHOUSE 8+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Recréate con el diseño detallado del Boathouse, un lugar clave en el universo de Harry Potter. Con su arquitectura auténtica y detalles cautivadores, este set captura la esencia del mágico lugar donde los estudiantes llegan a Hogwarts por primera vez. Incluye 172 piezas. Ancho aproximado: 10.32"". Colección: Lego Harry Potter. Personaje: Harry Potter."
Forbidden Forest Magical Creatur Harry Potter,2456.25,https://jugueton.com.do/forbidden-forest-magical-creatur-harry-potter-4182032.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4182032-1.jpg,Lego,8+,4182032,LEGO HP FORBIDDEN FOREST MAGICAL CREATUR,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Construye un detallado rincón del Bosque Prohibido, con árboles altos y misteriosos que crean el ambiente perfecto para encontrar criaturas mágicas y explorar la magia oculta de Hogwarts. Incluye 172 piezas. Ancho aproximado: 10.32"". Colección: Lego Harry Potter. Personaje: Harry Potter."
Pintura De Dedos,395.0,https://jugueton.com.do/pintura-de-dedos-6206616.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/6/2/6206616-1.jpg,Crayola,3+,6206616,(E) CRAYOLA PINTURA DE DEDOS 3/1,LHE0502,Pinturas,LHE05,Manualidades,LHE0,Escolares,"Ideal para dedos, pinceles o esponjas, la Crayola Pintura de Dedos 3/1 fomenta la expresión artística mientras los niños exploran sus talentos y desarrollan habilidades motoras finas. Incluye 3 piezas. Ancho aproximado: 11""."
Rompecabezas Patrulla De Rescate,495.0,https://jugueton.com.do/rompecabezas-patrulla-de-rescate-4142834.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4142834-1.jpg,Educa,3+,4142834,EDUCA ROMPE. PATRULLA DE RESCATE 4/1 3+,J9010402,ROMPECABEZAS,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Diseñado para pequeños héroes de 3 años en adelante, este set transforma el juego en una experiencia interactiva y educativa, estimulando la imaginación y el desarrollo. Incluye 6 piezas. Ancho aproximado: 6.2""."
Crayola Crayones Jumbo Especial 8/1,165.0,https://jugueton.com.do/crayola-crayones-jumbo-especial-8-1-6151312.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/6/1/6151312-1.jpg,Crayola,,6151312,CRAYOLA CRAYONES JUMBO ESPECIAL 8/1,LHE0403,"Colores, Marcadores",LHE04,Utiles Escolares,LHE0,Escolares,Caja de crayones jumbo resistente y durable que facilitan a los pequeños aprender el agarre correcto. Incluye 8 piezas.
Cubos De Oveja Mathlink,1595.0,https://jugueton.com.do/cubos-de-oveja-mathlink-4183007.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4183007-1.jpg,Numberblocks,3+,4183007,NUMBERBLOCKS MATHLINK CUBOS DE OVEJA 3+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Aprende jugando con cada cubo presenta números y personajes adorables de la popular serie Numberblocks, haciendo que los conceptos matemáticos sean emocionantes y fáciles de entender. Incluye 9 piezas. Ancho aproximado: 10.6""."
Juegos De Cartas,750.0,https://jugueton.com.do/juegos-de-cartas-4183004.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4183004-1.jpg,Numberblocks,3+,4183004,NUMBERBLOCKS JUEGO DE CARTAS 3+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Esas cartas diseñadas para captar la imaginación de los pequeños mientras refuerza conceptos clave como el reconocimiento de números y la secuencia numérica. Los niños disfrutarán de horas de juego mientras desarrollan habilidades cognitivas y de memoria en un entorno divertido y educativo. Incluye 54 piezas. Ancho aproximado: 5.1"". Cantidad de jugadores: 2+."
Set 4 Y Lo Terribles 2,995.0,https://jugueton.com.do/set-4-y-lo-terribles-2-4183001.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4183001-1.jpg,Numberblocks,3+,4183001,NUMBERBLOCKS SET 4 Y LOS TERRIBLES 2 3+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Cada figura del set está cuidadosamente diseñada para representar el número 4 y el concepto de los ""Terribles 2"" con colores vibrantes y detalles encantadores que estimulan la imaginación. Las figuras son seguras y fáciles de manipular, permitiendo a los niños crear historias y jugar mientras desarrollan su comprensión numérica y habilidades matemáticas básicas. Incluye 3 piezas. Ancho aproximado: 8""."
Numberblocks Set De Amigos  6 AL 10 3+,1975.0,https://jugueton.com.do/numberblocks-set-de-amigos-6-al-10-3-4183000.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4183000-1.jpg,Numberblocks,3+,4183000,NUMBERBLOCKS SET AMIGOS DEL 6 AL 10 3+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Este set de Numberblocks invita a los pequeños a explorar y aprender sobre los números de una manera emocionante y educativa. Diseñado para niños a partir de 3 años. Incluye 5 piezas. Ancho aproximado: 11""."
Libro Interactivo Numberblock 11-20 5+,2295.0,https://jugueton.com.do/libro-interactivo-numberblock-11-20-5-4181396.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4181396-1.jpg,Numberblocks,5+,4181396,NUMBERBLOCK LIBRO INTERACTIVO 11-20 5+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Cada página está llena de coloridas ilustraciones y actividades interactivas que invitan a los niños a descubrir y aprender sobre los números y sus propiedades. Desde contar hasta explorar patrones numéricos y operaciones básicas, el libro proporciona una introducción completa y accesible a conceptos matemáticos esenciales. Incluye 2 piezas. Ancho aproximado: 9. Requiere batería tipo 2 pilas AAA."
Figuras De Aventuras  1 Y 2 En Bicicletas,1025.0,https://jugueton.com.do/figuras-de-aventuras-1-y-2-en-bicicletas-4181305.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4181305-1.jpg,Numberblocks,3+,4181305,NUMBERBLOCKS AVENTURAS 1 Y 2 EN BICI 3+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Este set incluye dos figuras de Numbrblocks montando coloridas bicicletas, inspirando aventuras llenas de imaginación y aprendizaje interactivo. Con personajes vibrantes y diseños ergonómicos perfectos para manos pequeñas, cada bicicleta está diseñada para ser segura y fácil de manipular. Incluye 5 piezas. Ancho aproximado: 8""."
Masilla 4 Colores Naturales,225.0,https://jugueton.com.do/masilla-4-colores-naturales-6213126.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/6/2/6213126-1.jpg,Crayola,4+,6213126,CRAYOLA MASILLA 4 COLORES NATURALES,LHE0501,Masilla,LHE05,Manualidades,LHE0,Escolares,"Caja de masilla con colores diferentes. Ideal para manos pequeñas, permite a los niños crear figuras, formas y estructuras con gran facilidad. Incluye 4 piezas."
Caja De Suma Y  Resta Bigjigs 3+,695.0,https://jugueton.com.do/caja-de-suma-y-resta-bigjigs-3-4181612.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4181612-1.jpg,Bigjig Toys,3+,4181612,BIGJIGS TOYS CAJA DE SUMA Y RESTA 3+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Esta caja educativa perfecta para introducir a los niños de 3 años en el fascinante universo de las matemáticas básicas. Con este conjunto, los conceptos de suma y resta se convierten en un juego interactivo que estimula el aprendizaje mientras se divierten. Incluye 81 piezas. Ancho aproximado: 7.67""."
Laberinto La Granja Bigjigs Toys 3+,1295.0,https://jugueton.com.do/laberinto-la-granja-bigjigs-toys-3-4181628.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4181628-1.jpg,Bigjig Toys,3+,4181628,BIGJIGS TOYS LABERINTO LA GRANJA 3+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"El Laberinto La Granja lleva a los niños a un encantador recorrido por la vida en la granja. A través de un laberinto tridimensional lleno de coloridos caminos y obstáculos, los pequeños podrán explorar un mundo lleno de animales, cultivos y actividades agrícolas. Ancho aproximado: 8.9""."
Torre De Números Apilables Bigjigs Toys 3+,1825.0,https://jugueton.com.do/torre-de-numeros-apilables-bigjigs-toys-3-4181624.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4181624-1.jpg,Bigjig Toys,3+,4181624,BIGJIGS TOYS TORRE NUMEROS APILABLES 3+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Este juguete fascinante no solo ofrece horas de entretenimiento, sino que también fomenta el desarrollo de habilidades matemáticas básicas de una manera divertida y envolvente. Ancho aproximado: 3.54""."
Mesa De Actividades Bigjigs Toys 18M+,3500.0,https://jugueton.com.do/mesa-de-actividades-bigjigs-toys-18m-4181622.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4181622-1.jpg,Bigjig Toys,18m+,4181622,BIGJIGS TOYS MESA DE ACTIVIDADES 18M+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"La Mesa de Actividades Bigjigs Toys está repleta de emocionantes características que despiertan la curiosidad. Con actividades interactivas como laberintos, cuentas, engranajes y más, cada rincón de la mesa está diseñado para estimular el aprendizaje a través del juego. Incluye 21 piezas. Ancho aproximado: 14.37""."
Juguete Rodante De Madera Bigjigs Toys 18M+,2750.0,https://jugueton.com.do/juguete-rodante-de-madera-bigjigs-toys-18m-4181619.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4181619-1.jpg,Bigjig Toys,18m+,4181619,BIGJIGS TOYS ACTIVIDADES RODANTES 18M+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Este juguete, con su diseño rodante y colorido, este juguete anima a los niños a moverse y explorar. Ya sea empujando, arrastrando o rodando, el juguete fomenta la actividad física y el juego dinámico. Incluye 5 piezas. Ancho aproximado: 7.0""."
Caja De Tablas De Multiplicar Bigjigs 3+,695.0,https://jugueton.com.do/caja-de-tablas-de-multiplicar-bigjigs-3-4181611.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4181611-1.jpg,Bigjig Toys,3+,4181611,BIGJIGS CAJA C/TABLAS DE MULTIPLICAR 3+,J9010003,EDUCATIVO,J90100,INFANTE Y PRESCOLAR,J,JUGUETES,"Este set ofrece un enfoque para aprender las tablas de multiplicar. A través de coloridos bloques y tarjetas interactivas, los niños pueden explorar las matemáticas de una manera que les encantará. Incluye 81 piezas. Ancho aproximado: 7.25""."
Bloques De Armar Balde Kydos 160 Pzas,1496.25,https://jugueton.com.do/bloques-de-armar-balde-kydos-160-pzas-4099312.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/0/4099312-1.jpg,Kydos,,4099312,KYDOS BLOQUES DE ARMAR BALDE 160PZAS,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,Los pequeños se divertirán armando increíbles piezas con estos bloques. Un juguete adecuado para manitas pequeñas. Los juegos manuales estimulan el desarrollo desde la primera infancia. Incluye una caja para guardar todas las piezas fácilmente. Hecho de material resistente Incluye 160 piezas.
Crayola Plastilina 12CT,165.0,https://jugueton.com.do/crayola-plastilina-12ct-6213127.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/6/2/6213127-1.jpg,Crayola,,6213127,CRAYOLA PLASTILINA 12CT,LHE0501,Masilla,LHE05,Manualidades,LHE0,Escolares,"Set de plastilina es perfecto para niños que adoran explorar, crear y divertirse, proporcionando horas de entretenimiento mientras desarrollan habilidades clave. Incluye 12 piezas."
Educa Rompecabezas Junior Dino World 100 pzas 6+,675.0,https://jugueton.com.do/educa-rompecabezas-junior-dino-world-100-pzas-6-4156968.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4156968-1.jpg,Educa,6+,4156968,EDUCA ROMPE. JR DINO WORLD 2X100PZAS 6+,J9010402,ROMPECABEZAS,J90104,JUEGOS PARA ARMAR,J,JUGUETES,Rompecabezas de 100 Piezas de Dinosaurios. Incluye 100 piezas.
Lego Speed Champion Speed Aston Martin SC,3671.25,https://jugueton.com.do/lego-speed-champion-speed-aston-martin-sc-4182059.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4182059-2.jpg,Lego,9+,4182059,LEGO SPEED CHAMPION ASTON MARTIN SC 9+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Este set de LEGO te permite construir una réplica detallada del icónico auto de James Bond, conocido por su elegancia, tecnología avanzada y su papel en las películas clásicas de 007. Incluye 564 piezas. Ancho aproximado: 13.9"". Colección: Lego Speed Champions."
Lego Speed Champions BMW GT3 & M HYBRID,3671.25,https://jugueton.com.do/lego-speed-champions-bmw-gt3-m-hybrid-4182057.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4182057-2.jpg,Lego,9+,4182057,LEGO SPEED CHAMPIONS BMW GT3 & M HYBRID,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Este set de 676 piezas ofrece una experiencia de construcción emocionante con dos autos de carreras icónicos y mini figuras de pilotos. Ideal para todos los fanáticos de LEGO. Incluye 676 piezas. Ancho aproximado: 13.94"". Colección: Lego Speed Champions."
