descripcion_original,descripcion_generada,id,nombre
"Crea una obra de arte abstracto moderno a medida reuniendo una colección de elementos coloridos y de diferentes formas, incluidos rectángulos, triángulos y círculos. No hay formas incorrectas de crear: simplemente experimenta y diviértete con las posibilidades ilimitadas. ¡Es imposible cometer un error! Incluye 113 piezas. Ancho aproximado: 15.04"". Colección: Lego Arts.","Sumérgete en un mundo de creatividad sin límites con el set Lego Art Modern 18+, una experiencia artística que desafía las convenciones. Con 113 piezas coloridas y versátiles, incluyendo rectángulos, triángulos y círculos, podrás dar vida a tu visión abstracta personal en un lienzo de 15.04 pulgadas de ancho. Este fascinante juego de la colección Lego Arts invita a adultos y jóvenes mayores de 18 años a explorar su lado más creativo, experimentando libremente con formas y colores. Olvídate de las reglas y déjate llevar por la inspiración: cada composición que crees será una obra maestra única que reflejará tu imaginación sin límites.",4175834,Lego Art Modern 18+
"Disfruta de este Lego Kai & Rapton Temple Battle de la famosa serie de tv Ninjago, que incluye un templo de juguete, una daga antigua y 2 minifiguras. Incluye 47 piezas. Ancho aproximado: 7.68"". Colección: Lego NINJAGO.","Sumérgete en el emocionante universo de Ninjago con este fascinante set de Lego que trae a la vida la épica batalla del Templo Rapton. Con 47 piezas, incluyendo un impresionante templo de juguete de casi 20 cm de ancho, una misteriosa daga antigua y dos intrépidas minifiguras, los fanáticos de la serie podrán recrear sus escenas favoritas o inventar nuevas aventuras. Este set de la colección Lego NINJAGO no solo estimula la imaginación, sino que también desafía las habilidades de construcción, prometiendo horas de diversión y acción para los pequeños ninjas en entrenamiento.",4175818,Lego Ninjago Kai & Rapton Temple Battle
"Disfruta de estos bloques de construccion de un total 44 piezas, el cual incluye modelos de Z-Blob, Bunchu y una araña. Incluye 44 piezas. Ancho aproximado: 6.69"". Colección: Lego DreamZzz.","Sumérgete en el fascinante mundo de LEGO DreamZzz con el set ""Z-Blob & Bunchu Spider"", una aventura de construcción ideal para niños a partir de 7 años. Con 44 piezas coloridas, podrás dar vida a los carismáticos personajes Z-Blob y Bunchu, además de una intrigante araña, estimulando la creatividad y la imaginación. Este conjunto compacto, con un ancho aproximado de 6.69"", te transportará a un universo de sueños y fantasía donde cada bloque es una puerta a nuevas posibilidades. ¡Prepárate para despertar tu imaginación y vivir emocionantes historias con estas adorables criaturas de LEGO!",4175817,Lego Dreamzzz Z-Blob & Bunchu Spider 7+
"Los niños pueden construir un colorido nivel de jungla e interpretar historias con este set de expansión LEGO® Super Mario Donkey Kong's Tree House. La casa del árbol está repleta de detalles auténticos para deleitar a los fans de Donkey Kong, incluido un televisor para construir, una radio y un compartimento secreto. tomar una siesta en la hamaca, derribar un plátano de la palmera y regalárselo a Donkey Kong. toca la conga, y visita Cranky Kong. Incluye 555 piezas. Ancho aproximado: 15.04"". Colección: Lego Super Mario. Personaje: Super Mario.","Sumérgete en la exuberante jungla de Donkey Kong con el set LEGO Super Mario ""Donkey Kong Tree House"". Con 555 piezas, este colorido nivel te invita a construir y explorar la casa del árbol repleta de detalles auténticos que encantarán a los fans. Imagina las aventuras mientras Donkey Kong se relaja en su hamaca, toca las congas o disfruta de su TV y radio. Descubre el compartimento secreto, derriba plátanos de la palmera y compártelos con el famoso gorila. No olvides visitar a Cranky Kong en este mundo de 15.04"" de ancho que fusiona la magia de LEGO con el universo de Super Mario, despertando la creatividad en constructores de todas las edades.",4175810,Lego Super Mario Donkey Kong Tree House
"Los niños pueden aventurarse en el hogar selvático de Donkey Kong para divertirse musicalmente con este set de expansión LEGO Super Mario Dixie Kong's Jungle Jam . Cuenta con figuras de Dixie Kong y Squawks, un escenario para construir, escenarios de jungla e instrumentos y equipos musicales. Coloca LEGO Mario, LEGO Luigi o LEGO Peach (figuras no incluidas) en el centro del escenario y gíralos para hacer que las plataformas del escenario conectadas giren, activando sonidos musicales. Nota: se requiere el curso inicial 71360, 71387 o 71403 para el juego interactivo. Incluye 174 piezas. Ancho aproximado: 10.31"". Colección: Lego Super Mario. Personaje: Super Mario.","Sumérgete en la vibrante jungla de Donkey Kong con el set LEGO Super Mario Dixie Kong's Jungle Jam, una explosión de diversión musical para niños a partir de 7 años. Con 174 piezas, este set de expansión te invita a construir un escenario selvático lleno de vida, donde Dixie Kong y Squawks te esperan para una jam session inolvidable. Coloca a LEGO Mario, Luigi o Peach en el centro del escenario giratorio y desata una sinfonía de sonidos tropicales. Imagina las aventuras que podrás crear en este paraíso de 10.31"" de ancho, repleto de instrumentos y equipos musicales. ¡Prepárate para una experiencia LEGO que hará vibrar tu imaginación al ritmo de la selva!",4175804,Lego Super Mario Dixie Kong Jungle Jam 7+
"Prepárate para las aventuras LEGO Super Mario con el set de expansión Rambi the Rhino para niños. Cuenta con una figura de juguete LEGO de Rambi construida con ladrillos sobre la que pueden montar figuras interactivas LEGO Mario, LEGO Luigi o LEGO Peach (no incluidas). Cuando Rambi camina, carga contra los elementos de roca apilables incluidos y realiza otros movimientos, se activan efectos de sonido en la figura interactiva. Nota: se requiere el curso inicial 71360, 71387 o 71403 para el juego interactivo. Incluye 106 piezas. Ancho aproximado: 5.55"". Colección: Lego Super Mario. Personaje: Super Mario.","Sumérgete en el emocionante universo de Super Mario con el set de expansión Lego Rambi the Rhino, diseñado para niños a partir de 7 años. Este fascinante kit de 106 piezas te permite construir a Rambi, el poderoso rinoceronte, listo para cargar contra obstáculos rocosos y desencadenar efectos de sonido al interactuar con las figuras de Mario, Luigi o Peach (se venden por separado). Con sus 5.55"" de ancho, Rambi promete horas de diversión y creatividad, expandiendo las posibilidades de juego del curso inicial requerido. ¡Prepárate para vivir aventuras épicas en el colorido mundo de Super Mario con esta increíble adición a tu colección Lego!",4175801,Lego Super Mario Rambi The Rhino 7+
"Cuando el simpático Baby Groot y el alienígena Venom se combinan, obtienes LEGO Marvel Venomized Groot. Los niños construyen una recreación móvil y detallada de Venomized Groot, luego agregan más ladrillos para transformar la apariencia a medida que el espantoso Venom toma el control por completo. Las adaptaciones incluyen la familiar lengua larga de Venom, dientes afilados, tentáculos y grandes ojos blancos. Los brazos, piernas, caderas y cabeza del modelo son móviles, lo que permite a llevar a Groot Venomizado a infinitas aventuras imaginativas. Incluye 630 piezas. Ancho aproximado: 7.52"". Colección: Lego Marvel.","Sumérgete en el emocionante universo Marvel con este asombroso set LEGO de Venomized Groot, perfecto para fans de 10 años en adelante. Con 630 piezas, podrás construir una versión única y móvil de Baby Groot fusionado con el temible Venom. Observa cómo el adorable personaje se transforma gradualmente, revelando la icónica lengua, los afilados dientes y los grandes ojos blancos característicos del simbionte. Sus brazos, piernas, caderas y cabeza articulados, junto con los tentáculos añadidos, te permitirán crear poses dinámicas y vivir aventuras épicas. Con sus 19 cm de ancho, este set desafiante y creativo será el centro de atención en cualquier colección Marvel.",4175794,Lego Marvel Venomized Groot 10+
"Los niños se unen a Batman y al Joker en batallas en y sobre las calles de GOTHAM CITY. El Batwing auténticamente detallado cuenta con 2 lanzadores de pernos y una cabina para la minifigura de Batman. Un compartimento de almacenamiento detrás de la cabina contiene los batarangs y las esposas de Batman. El modelo tiene una muesca en la parte inferior que permite colgarlo en la pared cuando no está en acción. Incluye 357 piezas. Ancho aproximado: 10.31"". Colección: Lego DC. Personaje: Batman.","Sumérgete en la acción de Gotham City con este emocionante set LEGO DC que enfrenta a Batman contra su archienemigo, el Joker. Con 357 piezas, los fanáticos desde los 8 años podrán construir el icónico Batwing, equipado con lanzadores de pernos y un compartimento secreto para los batarangs y esposas del Caballero Oscuro. Este modelo de 10.31"" de ancho no solo ofrece horas de juego imaginativo, sino que también se transforma en una espectacular pieza de exhibición gracias a su ingeniosa muesca para colgarlo en la pared. ¡Prepárate para desatar batallas épicas y proteger Gotham desde las alturas con este asombroso set de LEGO DC!",4175792,Lego DC Batwing Batman VS The Joker 8+
"Este set Lego pone las aventuras de superhéroes en manos de niños de 4 años en adelante, y presenta a los jóvenes la construcción creativa y la diversión imaginativa sin fin con 2 de los personajes de cómic más emblemáticos: Batman y el Joker. Los accesorios, incluido el dinero robado del Joker y la capa, el casco y el Batarang de Batman, ayudan a inspirar juegos de rol imaginativos. Incluye 54 piezas. Ancho aproximado: 10.31"". Colección: Lego DC. Personaje: Batman.","Sumérgete en el emocionante mundo de los superhéroes con el set Lego DC Batmobile Batman VS The Joker, diseñado para despertar la imaginación de los pequeños a partir de los 4 años. Con 54 piezas, los niños podrán construir su propia aventura en Gotham City, enfrentando al icónico Caballero Oscuro contra su archienemigo, el Joker. Este set de 10.31"" de ancho incluye accesorios como el dinero robado del Joker y la capa, el casco y el Batarang de Batman, permitiendo a los pequeños héroes crear historias llenas de acción y desarrollar su creatividad mientras se divierten con dos de los personajes más emblemáticos del universo DC.",4175788,Lego DC Batmobile Batman VS The Joker 4+
"Disfruta de este set de construcción basado en Avengers: Infinity War de Marvel Studios, este juego reúne al superhéroe Iron Man y su robot con el súper villano Thanos y su avión. El robot Hulkbuster es totalmente articulado e incluye un asiento para la minifigura de Iron Man. El avión tiene un disparador de discos adjunto y un asiento para la minifigura de Thanos. Dentro de la caja, cada bolsa de ladrillos contiene un modelo y un personaje completos que los niños pueden armar para jugar de inmediato. Incluye 66 piezas. Ancho aproximado: 7.52"". Colección: Lego Marvel. Personaje: Iron Man.","Sumérgete en el emocionante universo de los Vengadores con este set LEGO Marvel que recrea la épica batalla entre Iron Man y Thanos. Con 66 piezas fáciles de ensamblar, los pequeños superhéroes desde los 4 años podrán construir el imponente robot Hulkbuster, totalmente articulado y con espacio para Iron Man en su interior, así como el formidable avión de Thanos con lanzador de discos. Este juego de 7.52"" de ancho despierta la imaginación, permitiendo recrear escenas de Avengers: Infinity War o inventar nuevas aventuras. ¡Prepárate para horas de diversión y acción con tus personajes favoritos del universo Marvel!",4175787,Lego Marvel Iron Man Hulkbuster VS Thanos 4+
"Revive una feroz batalla entre Obi-Wan Kenobi y Darth Vader con este juego de juguetes para construir LEGO Star Wars. Cuenta con un campo de batalla con 2 plataformas de batalla giratorias, una función emergente de fuego que divide el campo de batalla y un carro minero que se puede derribar. También se incluyen 4 minifiguras Obi-Wan Kenobi y Darth Vader, cada uno con sables de luz, Tala Durith y el droide NED-B. Incluye 408 piezas. Ancho aproximado: 11.1"". Colección: Lego Star Wars. Personaje: Star Wars.","Sumérgete en el épico universo de Star Wars con este emocionante set LEGO que recrea el legendario duelo entre Obi-Wan Kenobi y Darth Vader. Con 408 piezas, los fans desde los 8 años podrán construir un espectacular campo de batalla de 11.1"" de ancho, equipado con plataformas giratorias y efectos de fuego. El set incluye minifiguras de los icónicos rivales con sus sables láser, además de Tala Durith y el droide NED-B. Desata tu imaginación mientras recreas intensos combates, derribas el carro minero y decides el destino de la galaxia en esta aventura llena de acción y nostalgia que hará las delicias de coleccionistas y jugadores por igual.",4175772,Lego Star Wars Obi-Wan Kenobi VS Darth Vader 8+
"Basado en el programa de televisión, el set sigue a Zoey mientras rescata a su amiga Nova, quien ha sido capturada por la criatura de pesadilla Susan en el caballo volador pegaso. Para ayudar a Zoey a rescatar a Nova, los niños pueden optar por construirle una figura de pájaro que la acompañe o darle alas para que pueda perseguir sus pesadillas. Además de fomentar la creatividad y la imaginación, las 2 opciones de construcción ofrecen el doble de tiempo de juego. Incluye 482 piezas. Ancho aproximado: 11.1"". Colección: Lego DreamZzz.","Sumérgete en el fascinante mundo de LEGO DreamZzz con el set Pegasus Flying Horse, una aventura mágica para niños a partir de 8 años. Con 482 piezas, este juego transporta a los pequeños al emocionante universo de la serie de televisión, donde Zoey emprende una valiente misión para rescatar a su amiga Nova de las garras de Susan, la temible criatura de pesadilla. Los niños podrán dar rienda suelta a su imaginación, eligiendo entre construir un fiel compañero alado para Zoey o dotarla de alas propias para perseguir sus sueños. Con dos opciones de construcción, este set de 11.1"" de ancho promete duplicar la diversión y estimular la creatividad, convirtiendo cada sesión de juego en una experiencia única y llena de posibilidades.",4175759,Lego Dreamzzz Pegasus Flying Horse 8+
"En su forma básica, la camioneta tortuga de juguete de la Sra. Castillo tiene ruedas móviles y un techo removible. Los niños pueden pasar horas personalizándolo de 2 maneras diferentes usando instrucciones de construcción basadas en historias. En el modo fiesta, la furgoneta de las tortugas se puede personalizar con un árbol en movimiento, un cactus giratorio y un cofre del tesoro que se abre. En el modo submarino volador, la camioneta tortuga puede equiparse con un cohete y un periscopio móvil. Este último modo también presenta una versión voladora de Cat Cactus, que puede viajar junto a él. Incluye 434 piezas. Ancho aproximado: 10.31"". Colección: Lego DreamZzz.","Sumérgete en un mundo de fantasía con el set Lego Dreamzzz ""Mrs. Castillo's Turtle Van"", una aventura de 434 piezas que despertará la imaginación de los pequeños constructores. Esta versátil furgoneta tortuga de 10.31"" de ancho se transforma mágicamente en tres modos asombrosos: básico con ruedas móviles, fiesta con árbol animado y cactus giratorio, o submarino volador con cohete y periscopio. Los niños adorarán personalizar el vehículo siguiendo las divertidas instrucciones basadas en historias, mientras exploran junto al simpático Cat Cactus volador. ¡Prepárate para horas de diversión creativa en el fascinante universo de Lego DreamZzz!",4175758,Lego Dreamzzz Mrs. Castillo's Turtle Van
"Ahora Los niños pueden luchar contra una temible figura de pesadilla en este set de construcción . Basado en la acción que tiene lugar en el programa de televisión DREAMZzz, el set permite a los niños construir al villano Grimkeeper y luego ayudar a Mateo y Z-Blob a rescatar a su amigo Cooper de sus malvadas garras antes de que lo lleve ante Nightmare King. Para rescatar a Cooper del Grimkeeper, los niños pueden elegir entre 2 opciones de construcción. Pueden construir Z-Blob como un miniavión para enfrentarse al villano, o como una moto flotante para perseguir e interceptar a Grimkeeper y liberar a Cooper cuando sea el momento adecuado. Incluye 274 piezas. Ancho aproximado: 7.52"". Colección: Lego DreamZzz.","Adéntrate en el fascinante mundo de LEGO DREAMZzz con el emocionante set ""Grimkeeper Cage Monster"", una aventura de 274 piezas que cobra vida desde la pantalla. Diseñado para valientes constructores a partir de 7 años, este conjunto te sumerge en una misión de rescate llena de acción. Ayuda a Mateo y al versátil Z-Blob a salvar a Cooper de las garras del temible Grimkeeper antes de que lo entregue al Rey Pesadilla. ¿Construirás a Z-Blob como un ágil miniavión o una veloz moto flotante para perseguir al villano? Tú decides cómo enfrentar esta pesadilla y desatar tu imaginación en un vibrante escenario de 7.52"" de ancho. ¡Que comience la aventura de tus sueños!",4175757,Lego Dreamzzz Grimkeeper Cage Monster 7+
"El juego Nya and Arin's Baby Dragon Battle es la forma ideal para que los niños aprendan a construir mientras recrean increíbles escenas de la serie de televisión NINJAGO Dragons Rising. El set de construcción lleno de acción cuenta con 2 dragones, un avión a reacción y una cueva escondida con cristales de energía, además de 3 minifiguras para inspirar innumerables horas de apasionantes juegos de rol. Incluye 157 piezas. Ancho aproximado: 7.52"". Colección: Lego NINJAGO.","Sumérgete en el emocionante mundo de NINJAGO con el set Lego Nya & Arin's Baby Dragon 4+, una aventura que despertará la imaginación de los pequeños constructores desde los 4 años. Con 157 piezas, los niños podrán dar vida a escenas increíbles de la serie Dragons Rising, creando dos adorables dragones, un veloz avión a reacción y una misteriosa cueva repleta de cristales de energía. Este set no solo ofrece horas de diversión, sino que también ayuda a desarrollar habilidades de construcción mientras los pequeños ninjas, representados por 3 minifiguras, viven emocionantes batallas y misiones secretas en un universo lleno de magia y acción.",4175748,Lego Ninjago Nya & Arin's Baby Dragon 4+
"El juguete de acción Dragon Power Spinjitzu Drift de Nya permite a los fanáticos de los ninja entrenar a su héroe y ayudarla a mejorar sus habilidades de Spinjitzu impulsadas por el poder del dragón. El juego de juguete giratorio ofrece a los niños un juego ilimitado mientras pasan incontables horas llenas de diversión haciendo que Dragon Power Nya navegue por una carrera de obstáculos acuáticos solos o con amigos. Incluye 57 piezas. Ancho aproximado: 3.5"". Colección: Lego NINJAGO.","Sumérgete en el emocionante mundo de LEGO Ninjago con el set ""Nya's Dragon Power Drift"", diseñado para ninjas intrépidos a partir de 6 años. Con 57 piezas, este juguete de acción desata la imaginación y permite a los pequeños héroes entrenar a Nya en sus habilidades de Spinjitzu impulsadas por el poder del dragón. Observa cómo Nya navega por desafiantes obstáculos acuáticos en solitario o compitiendo con amigos, brindando horas interminables de diversión y creatividad. Con un ancho aproximado de 3.5"", este set compacto de la colección LEGO NINJAGO promete aventuras giratorias llenas de emoción y aprendizaje para todos los fanáticos de los ninja.",4175742,Lego Ninjago Nya's Dragon Power Drift 6+
"Los fanáticos de Marvel pueden recrear escenas de acción con este increíble juego de cajas ciegas. Esta presenta personajes icónicos de algunos de los programas Disney+ más queridos de Marvel Studio y se puede coleccionar, exhibir o usar para disfrutar de apasionantes juegos de rol. La colección presenta 12 personajes únicos: Agatha Harkness, Kate Bishop, Hawkeye, Moon Knight, Mr. Knight, She-Hulk, The Werewolf, Goliath, Storm, Beast, Wolverine y Echo. Ancho aproximado: 3.7"". Colección: Lego Minifigures.","Descubre la emocionante colección Lego Minifigures Marvel S2, perfecta para fanáticos de 5 años en adelante. Cada caja ciega esconde una sorpresa: ¡12 icónicos personajes de las series más queridas de Marvel en Disney+! Desde la enigmática Agatha Harkness hasta el intrépido Wolverine, estas minifiguras de 3.7"" de ancho te transportarán a un mundo de aventuras. Recrea tus escenas favoritas, exhibe tu colección o inventa nuevas historias. Con héroes como Moon Knight, She-Hulk y Kate Bishop, la diversión y la imaginación no tienen límites. ¡Sumérgete en el universo Marvel y colecciónalos todos!",4175740,Lego Minifigures Marvel S2 5+
"Este juego ofrece 2 escenarios diferentes para que los niños construyan: River Towers, una estructura similar a una fortaleza que se puede usar para defenderse contra un ataque zombie y Creeper o Cat Cottage. Estas distintas construcciones, junto con los modelos sugeridos diseñados para inspirar la creatividad de los niños y las innumerables estructuras que construyen a partir de su propia imaginación, están pobladas por figuras icónicas y mobs del juego, incluidos Steve, Alex, un zombi, Creeper, gatos y ovejas. Una gran cantidad de características y funciones de Minecraft, incluida la explosión de TNT, aportan realismo adicional a este juego épico. Incluye 605 piezas. Ancho aproximado: 18.9"". Colección: Lego Minecraft. Personaje: Minecraft.","Sumérgete en el fascinante universo de Minecraft con el set LEGO Minecraft The Crafting Box 4.0, una experiencia de construcción sin límites para niños de 8 años en adelante. Con 605 piezas, este versátil kit permite crear dos emocionantes escenarios: las imponentes River Towers para defenderse de zombis y Creepers, o el acogedor Cat Cottage. Incluye figuras icónicas como Steve, Alex, un zombi, un Creeper, gatos y ovejas, además de funciones realistas como la explosión de TNT. Deja volar la imaginación construyendo estructuras únicas mientras exploras el mundo de Minecraft en 3D, fomentando la creatividad y diversión sin fin en aproximadamente 18.9 pulgadas de pura aventura pixelada.",4175732,Lego Minecraft The Crafting Box 4.0 8+
"Disfruta junto a tus niños de combinar estos ladrillos para construir objetos de los cuales puedan aprender o que ya conocen. Con sus coloridas formas y numerosas maquetas pueden construir con ellas, este set de construccion permite a tus niños desarrollar habiliadades cognitivas mientras se divierten. Incluye 120 piezas. Colección: Lego DUPLO.","Sumérgete en un mundo de posibilidades creativas con el set Lego Duplo Creative Building Time 1.5A+. Este fascinante juego de construcción incluye 120 coloridas piezas que invitan a los más pequeños a dar rienda suelta a su imaginación mientras desarrollan habilidades cognitivas fundamentales. Perfectos para manitas curiosas, los ladrillos Duplo permiten crear objetos familiares o inventar nuevas formas, estimulando el aprendizaje a través del juego. Padres e hijos podrán disfrutar juntos armando diversas maquetas, forjando recuerdos inolvidables mientras exploran el mágico universo Lego. ¡Descubre cómo la diversión y el crecimiento van de la mano con este set de la querida colección Lego DUPLO!",4175692,Lego Duplo Creative Building Time 1.5A+
"Este colorido juego de juguetes para niños pequeños permite a los niños a partir de 2 años imaginar un viaje a la guardería con sus mejores amigos. Los niños esperan pacientemente en el banco de juguetes de la parada a que llegue el autobús, comprobando qué delicias tienen dentro de sus loncheras. Incluye 16 piezas. Ancho aproximado: 11.1"". Colección: Lego DUPLO.","Embárcate en una aventura llena de colores con el set Lego Duplo The Bus Ride 2+, diseñado para despertar la imaginación de los más pequeños. Con 16 piezas grandes y seguras, este encantador juego transporta a los niños de 2 años en adelante a un mundo de diversión, donde esperan ansiosos en la parada del autobús de juguete, compartiendo risas y explorando el contenido de sus loncheras. El autobús de 11.1"" de ancho se convierte en el vehículo perfecto para llevar a los pequeños amigos a la guardería, fomentando el juego creativo y las habilidades sociales. ¡Una joya de la colección Lego DUPLO que hará volar la imaginación de tu pequeño!",4175689,Lego Duplo The Bus Ride 2+
"Ayuda a los niños pequeños a partir de 2 años a ordenar la ciudad con el juguete LEGO DUPLO Town Recycling Truck. Este juguete realista del camión de la basura permite que las mentes jóvenes y curiosas representen el mundo que ven a su alrededor mientras aprenden sobre el reciclaje, cómo clasificar la basura en los contenedores correctos y tirarla en el camión. Incluye 15 piezas. Ancho aproximado: 11.1"". Colección: Lego DUPLO.","Descubre el emocionante mundo del reciclaje con el Lego Duplo Recycling Truck, diseñado especialmente para pequeños exploradores a partir de 2 años. Este fascinante set de 15 piezas invita a los niños a sumergirse en una aventura urbana, donde aprenderán jugando sobre la importancia de cuidar nuestro planeta. Con su realista camión de basura y coloridos contenedores, los pequeños desarrollarán habilidades motoras mientras clasifican residuos, fomentando así su conciencia ambiental desde temprana edad. ¡Prepárate para ver cómo tu hijo se convierte en un héroe del reciclaje con este juguete educativo de 11.1"" de ancho de la querida colección Lego DUPLO!",4175688,Lego Duplo Recycling Truck 2+
"Disfrute de los juegos de construcción LEGO® Star Wars con este Boba Fett Mech para jugar y exhibir. El traje mecánico articulado tiene una cabina abatible para la minifigura de Boba Fett, un clip para su rifle bláster, manos agarradoras para sostener el gran bláster que dispara y un gran jetpack con un disparador para juegos de acción. La minifigura de Boba Fett tiene su propio jetpack, que puede usar en la cabina del robot. Incluye 155 piezas. Ancho aproximado: 5.55"". Colección: Lego Star Wars.","Sumérgete en el emocionante universo de Star Wars con el set LEGO Boba Fett Mech, una aventura galáctica para constructores desde los 6 años. Este impresionante traje mecánico de 155 piezas, con sus 5.55"" de ancho, cobra vida con articulaciones móviles y una cabina abatible que alberga la minifigura del legendario cazarrecompensas. Imagina emocionantes batallas espaciales mientras Boba Fett empuña su rifle bláster o dispara el gran cañón del mech. Con doble jetpack para máxima acción, este set no solo promete horas de juego creativo, sino que también se convierte en una espectacular pieza de exhibición para fans de todas las edades.",4179612,Lego Star Wars Roba Fett Mech 6+
"Disfruta de jugar con la trabajadora Aliya que se compromete a informar las últimas noticias para el centro comunitario. Dentro de la camioneta hay todo lo que Aliya necesita para crear y compartir noticias, incluidas pantallas, luces, cámaras, micrófonos, una libreta y un bolígrafo. Después de filmar la historia, los niños pueden llevar a Aliya a la sala de control dentro de la camioneta para editar y transmitir las noticias. El set viene con 2 minimuñecas, 1 micromuñeca y muchos accesorios. Incluye 446 piezas. Ancho aproximado: 13.94"". Colección: Lego Friends.","Sumérgete en el emocionante mundo del periodismo con el set Lego Friends Newsroom Van, diseñado para niños a partir de 6 años. Con 446 piezas, este fascinante conjunto permite a los pequeños acompañar a la intrépida reportera Aliya en sus aventuras informativas. La camioneta, de casi 14 pulgadas de ancho, se transforma en una auténtica sala de redacción móvil, equipada con pantallas, luces, cámaras y micrófonos. Los niños podrán dar rienda suelta a su creatividad, filmando historias y editándolas en la sala de control integrada. Con dos minimuñecas, una micromuñeca y una variedad de accesorios, este set de la colección Lego Friends promete horas de diversión y aprendizaje sobre el apasionante oficio periodístico.",4179610,Lego Friends Newsroom Van 6+
"Ofrezca a los niños una increíble primera experiencia construyendo y jugando en el universo LEGO Star Wars con este set inicial Tenoo Jedi Temple. El templo tiene una función de roca ""levitante"" y un interior detallado con muchas características divertidas. También hay un droide de entrenamiento y una prueba de equilibrio para el entrenamiento Jedi, además de una moto deslizadora. El set incluye minifiguras de Lys Solay, Kai Brightstar, y del Maestro Yoda. Incluye 124 piezas. Ancho aproximado: 5.5"". Colección: Lego Star Wars. Personaje: Star Wars.","Sumérgete en el emocionante universo de Star Wars con el set LEGO Tenoo Jedi Temple, diseñado especialmente para jóvenes padawans desde los 4 años. Con 124 piezas, este fascinante templo Jedi cobra vida, ofreciendo un interior detallado y la asombrosa función de roca ""levitante"" que despertará la imaginación. Los pequeños podrán entrenar junto a las minifiguras de Lys Solay, Kai Brightstar y el sabio Maestro Yoda, enfrentando desafíos en el droide de entrenamiento y la prueba de equilibrio. ¡Y no olvides la increíble moto deslizadora para aventuras galácticas! Con sus 5.5"" de ancho, este set es la introducción perfecta al mágico mundo de LEGO Star Wars.",4175771,Lego Star Wars Tenoo Jedi Temple 4+
"En este juego cada jugador recibe un mazo con cartas estratégicas, en quiebra y en efectivo. Tira el dado y voltea esa cantidad de cartas. El juego Monopoly Chance pone lo ""rápido"" en ""un juego de comercio de propiedades de negociación rápida"". Además, su tamaño compacto y su fácil configuración significan diversión rápida en cualquier momento y en cualquier lugar. Ancho aproximado: 10,5. Cantidad de jugadores: 4.","Sumérgete en la emocionante versión compacta del clásico Monopoly con el juego Monopoly Chance de Hasbro, ideal para jugadores a partir de 8 años. Este ingenioso juego de mesa reinventa la experiencia tradicional, ofreciendo a 4 jugadores la oportunidad de negociar y comerciar propiedades a un ritmo vertiginoso. Con sus cartas estratégicas, de quiebra y efectivo, cada tirada del dado desencadena nuevas posibilidades. Su tamaño reducido de 10,5 cm de ancho lo convierte en el compañero perfecto para viajes o reuniones improvisadas, prometiendo diversión instantánea en cualquier momento y lugar. ¡Prepárate para tomar decisiones rápidas y conquistar el mundo inmobiliario en miniatura!",4175341,Monopoly Hasbro Chance 8+
"Set de pulseras especial para inspirar la imaginación de tu hija. Permite a las niñas crear 10 pulseras únicas sin nudos, cortes o broches. También es perfecto para regalo de cumpleaños. Incluye 10 piezas.","Despierta la creatividad de tu pequeña diseñadora con el set Popstyle Cool Maker para hacer pulseras, el regalo perfecto para niñas a partir de 7 años. Este kit mágico permite crear 10 pulseras únicas sin complicaciones, olvidándose de nudos, cortes o broches. Con sus 10 piezas versátiles, cada pulsera se convierte en una obra de arte personal, estimulando la imaginación y el estilo propio. Ya sea para un cumpleaños especial o para disfrutar en casa, este set de Cool Maker transformará momentos ordinarios en aventuras de moda llenas de color y diversión. ¡Prepárate para ver sonrisas y pulseras brillantes en las muñecas de tu hija!",4179519,Popstyle Cool Maker Hacer Pulsera
"Este cotton candy es un slime divertido que podras estirar y esponjar todas las veces que quieras. Al mezclar los compuestos que trae el empaque podras crear un diferente color con un nuevo aroma. Tambien este juego desarrollar las habilidades motrices y creativas de los niños. Incluye 3 piezas. Ancho aproximado: 5.9"".","Sumérgete en un mundo de diversión elástica y aromática con el Slime Oosh Cotton Candy Colormix de Play-Doh. Este fascinante juguete de 3 piezas, con un ancho aproximado de 5.9"", invita a niños mayores de 3 años a estirar, esponjar y mezclar compuestos para crear nuevos colores y deliciosos aromas de algodón de azúcar. Mientras los pequeños exploran texturas y combinaciones, desarrollan sus habilidades motrices y dan rienda suelta a su creatividad. Perfecto para estimular la imaginación, este slime mágico promete horas de entretenimiento pegajoso y sensorial que encantará a toda la familia.",4163178,Slime Oosh Cotton Candy Colormix
Incluye 10 piezas. Tipo de producto: Xilófono.,"Despierta la pasión musical de los más pequeños con el encantador Set de Banda Musical Reig Bluey, diseñado para niños a partir de 3 años. Este colorido conjunto de 10 piezas, protagonizado por los adorables personajes de Bluey, transformará tu hogar en un alegre escenario. El xilófono, pieza central de este set, invita a los pequeños a explorar melodías y ritmos, estimulando su creatividad y desarrollo auditivo. Cada instrumento ha sido cuidadosamente seleccionado para brindar una experiencia musical completa y divertida, permitiendo que los niños descubran el maravilloso mundo de la música mientras juegan con sus personajes favoritos. ¡Prepárate para aplaudir las primeras composiciones de tu pequeño artista!",4178769,Set de Banda Musical Reig Bluey 3+
